uid,namedLocation,date,eventID,domainID,siteID,plotID,pointID,stemDistance,stemAzimuth,recordType,individualID,supportingStemIndividualID,previouslyTaggedAs,otherTagID,otherTagOrg,samplingProtocolVersion,identificationHistoryID,taxonID,scientificName,taxonRank,identificationReferences,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,remarks,measuredBy,recordedBy,dataQF,publicationDate,release
f48ebe84-883d-4032-a69d-c0c961baa1bb,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,41,5.5,299.6,"",NEON.PLA.D01.HARV.08812,"","","","",NEON.DOC.000987vD,"",PIAB,Picea abies (L.) Karst.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
4ccd5b6a-4ec5-4731-9698-13a91a0efe7f,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,,,,"",NEON.PLA.D01.HARV.08979,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
f3cfb2b6-7ca4-4362-9de4-8fb4f4121687,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,41,6.1,347.5,"",NEON.PLA.D01.HARV.08816,"","","","",NEON.DOC.000987vD,"",QURU,Quercus rubra L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
c17107b6-bacb-46b9-a274-f81124a2560a,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,41,5.4,286.7,"",NEON.PLA.D01.HARV.09809,"","","","",NEON.DOC.000987vD,"",PIAB,Picea abies (L.) Karst.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
bb5b4d72-cc67-46b6-be68-9b36c2e1dbb2,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,,,,"",NEON.PLA.D01.HARV.08991,"","","","",NEON.DOC.000987vD,"",BELE,Betula lenta L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
365ae1fb-1551-41ae-a479-c963bd0f0a3e,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,,,,"",NEON.PLA.D01.HARV.08999,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",growthForm changed to lowercase;dead,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
beb90fdb-4f10-497c-afad-68b4e9dbc70c,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,57,12.8,154.9,"",NEON.PLA.D01.HARV.09820,"","","","",NEON.DOC.000987vD,"",ACRU,Acer rubrum L.,species,"","",,"",growthForm changed to lowercase;pointID corrected;dead,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
be29b277-38a6-4773-ba2f-1919a9e85973,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,43,6.4,346.3,"",NEON.PLA.D01.HARV.08536,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",dead;Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
9bbfa41c-0a1a-4e45-ac5b-545c8645574c,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,57,6.5,161.2,"",NEON.PLA.D01.HARV.09824,"","","","",NEON.DOC.000987vD,"",BEPAP,Betula papyrifera Marshall var. papyrifera,variety,"","",,"",DEAD;growthForm changed to lowercase;pointID corrected,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
b9d8bdd1-a75c-4283-b42a-2f6a02a4d456,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,,,,"",NEON.PLA.D01.HARV.08983,"","","","",NEON.DOC.000987vD,"",VACO,Vaccinium corymbosum L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
e1e41f95-3ed2-4b6b-bc98-cfe9d2a10884,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,,,,"",NEON.PLA.D01.HARV.08668,"","","","",NEON.DOC.000987vD,"",ACPE,Acer pensylvanicum L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
c0e8189f-a0c8-45ee-8351-8ba43565a3d4,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,43,12.7,310.5,"",NEON.PLA.D01.HARV.08693,"","","","",NEON.DOC.000987vD,"",PIST,Pinus strobus L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
a8a401c3-0b24-451c-8f3b-5f05f9e522ae,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,,,,"",NEON.PLA.D01.HARV.08977,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
e7657956-8137-4f7b-9e44-faae56827d4e,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,57,22.3,122.1,"",NEON.PLA.D01.HARV.08817,"","","","",NEON.DOC.000987vD,"",ACRU,Acer rubrum L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
640988aa-b5e3-4589-a99c-fa9522682f85,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,,,,"",NEON.PLA.D01.HARV.08657,"","","","",NEON.DOC.000987vD,"",ACRU,Acer rubrum L.,species,"","",,"",growthForm changed to lowercase;dead,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
4210e303-5be4-484d-b8e6-0561666afcdf,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,,,,"",NEON.PLA.D01.HARV.08868,"","","","",NEON.DOC.000987vD,"",PIST,Pinus strobus L.,species,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
a50735c5-8e70-4456-84f3-498329658327,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,43,,,"",NEON.PLA.D01.HARV.08695A,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",growthForm changed to lowercase;multibole stem tagID added,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
01ea97b3-5167-454a-bec9-e1375d7ba56b,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,57,4,108.7,"",NEON.PLA.D01.HARV.08821,"","","","",NEON.DOC.000987vD,"",QURU,Quercus rubra L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
13958a2a-1c12-436e-8fea-c990d4de1db6,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,,,,"",NEON.PLA.D01.HARV.08951,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
f7537bb8-8dcf-45da-a09d-3a61a6123c27,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,,,,"",NEON.PLA.D01.HARV.08881,"","","","",NEON.DOC.000987vD,"",FAGR,Fagus grandifolia Ehrh.,species,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
4d3f8d91-4dc4-4f33-b183-f4641186241a,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,57,25.4,99.8,"",NEON.PLA.D01.HARV.08676,"","","","",NEON.DOC.000987vD,"",QURU,Quercus rubra L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
3ad0067f-8b65-4449-86b9-1f7801a3e846,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,39,8.5,145.6,"",NEON.PLA.D01.HARV.08503,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
f2ff70f7-02d4-4dee-8539-9d23d1a4ea72,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,57,15.5,113.5,"",NEON.PLA.D01.HARV.08819,"","","","",NEON.DOC.000987vD,"",PIST,Pinus strobus L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
6926c61e-24a1-43f3-a326-18e7493e2628,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,,,,"",NEON.PLA.D01.HARV.08989,"","","","",NEON.DOC.000987vD,"",BELE,Betula lenta L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
edf5325c-149b-4cf7-84a3-bcbee636870f,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,43,5.1,293.2,"",NEON.PLA.D01.HARV.08682,"","","","",NEON.DOC.000987vD,"",PIST,Pinus strobus L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
e7d6f550-808f-477f-bf13-a34ae09ecd76,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,59,6,163.5,"",NEON.PLA.D01.HARV.08512,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
21085a1e-014c-474a-b867-784f3a0fec07,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,41,3.7,28.8,"",NEON.PLA.D01.HARV.08551,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
56a9df80-14bc-4020-a59f-c9a171e8adc5,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,57,3.3,178.1,"",NEON.PLA.D01.HARV.09827,"","","","",NEON.DOC.000987vD,"",ACRU,Acer rubrum L.,species,"","",,"",growthForm changed to lowercase;pointID corrected,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
b221be12-e2e1-4b5e-9840-04d99daa0d1c,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,39,0.9,78.7,"",NEON.PLA.D01.HARV.09818,"","","","",NEON.DOC.000987vD,"",QURU,Quercus rubra L.,species,"","",,"",Point ID corrected; Growth Form corrected;no transcription errors found;growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
b4ac3072-876b-4d8a-aff9-f4cb583ca7a0,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,41,9.7,281.8,"",NEON.PLA.D01.HARV.09811,"","","","",NEON.DOC.000987vD,"",PIRE,Pinus resinosa Aiton,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
fae9f136-0826-4a79-820a-8a1754294215,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,,,,"",NEON.PLA.D01.HARV.08895,"","","","",NEON.DOC.000987vD,"",PIST,Pinus strobus L.,species,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
7f2eabf2-779c-43e2-b6ad-865e2b338109,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,,,,"",NEON.PLA.D01.HARV.08982,"","","","",NEON.DOC.000987vD,"",PIST,Pinus strobus L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
0c48f17f-7cb9-4264-a355-128d21887421,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,43,10.1,324.8,"",NEON.PLA.D01.HARV.08684,"","","","",NEON.DOC.000987vD,"",ACRU,Acer rubrum L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
1aef2039-799e-45c0-83c2-48a519bfc9de,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,,,,"",NEON.PLA.D01.HARV.08661,"","","","",NEON.DOC.000987vD,"",TSCA,Tsuga canadensis (L.) Carrière,species,"","",,"",growthForm changed to lowercase;dead,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
7c7bb004-3902-45ac-9b46-a0bad0dceb6b,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,61,9.6,240.9,"",NEON.PLA.D01.HARV.08523,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
44f347cf-770e-4fc3-9ea9-09f2babe4cdf,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,,,,"",NEON.PLA.D01.HARV.08656,"","","","",NEON.DOC.000987vD,"",FAGR,Fagus grandifolia Ehrh.,species,"","",,"",growthForm changed to lowercase;dead,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
338d7880-5df3-4ed4-864a-c4fedc9cd647,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,43,8,331.9,"",NEON.PLA.D01.HARV.08683,"","","","",NEON.DOC.000987vD,"",PIST,Pinus strobus L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
7765bd9b-d763-437a-863c-7ee0c795d5dd,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,41,7.4,51.8,"",NEON.PLA.D01.HARV.08802,"","","","",NEON.DOC.000987vD,"",PIAB,Picea abies (L.) Karst.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
2db1b715-3bab-4bea-bc9e-e9164f484d34,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,41,6.2,0.7,"",NEON.PLA.D01.HARV.08805,"","","","",NEON.DOC.000987vD,"",PIAB,Picea abies (L.) Karst.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
988a244c-488b-4207-990b-73511ad2472e,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,43,8.7,306,"",NEON.PLA.D01.HARV.08539,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
6a7fb915-5716-4361-b93a-a9c16abe259d,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,,,,"",NEON.PLA.D01.HARV.08667,"","","","",NEON.DOC.000987vD,"",PIST,Pinus strobus L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
409f8a3b-81ba-4b38-98cf-19261b666fba,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,43,10.1,274.8,"",NEON.PLA.D01.HARV.08546,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
0f3df24c-8e0c-442b-9988-ca4d627126da,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,,,,"",NEON.PLA.D01.HARV.08892,"","","","",NEON.DOC.000987vD,"",FAGR,Fagus grandifolia Ehrh.,species,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
d6e610a6-bfcc-43fa-a457-f9323a426cb0,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,39,8.5,145.6,"",NEON.PLA.D01.HARV.08503A,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
60194ae1-6337-484d-a838-c61d7837b559,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,39,3.6,149.1,"",NEON.PLA.D01.HARV.08507,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
a3dd2b5e-ac40-4a8c-a691-4f580e027435,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,,,,"",NEON.PLA.D01.HARV.08663,"","","","",NEON.DOC.000987vD,"",ACPE,Acer pensylvanicum L.,species,"","",,"",no transcription errors found;growthForm changed to lowercase;,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
ae86117a-0357-4fd9-9517-27273043750e,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,43,9.6,336.8,"",NEON.PLA.D01.HARV.08686,"","","","",NEON.DOC.000987vD,"",ACRU,Acer rubrum L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
77f56143-dc27-4900-8428-6934f56a9883,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,61,3.1,223.5,"",NEON.PLA.D01.HARV.08526,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
ee2ae4cb-2c21-46a0-b4fa-d1aaaf6b3321,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,41,3.4,286.1,"",NEON.PLA.D01.HARV.08813,"","","","",NEON.DOC.000987vD,"",PIST,Pinus strobus L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
c28211fe-84a7-4a7c-b0bc-5fc69b04c27e,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,61,10.2,235.2,"",NEON.PLA.D01.HARV.08678,"","","","",NEON.DOC.000987vD,"",PIST,Pinus strobus L.,species,"","",,"",no transcription errors found;growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
e61729e2-552f-4444-b9ba-74b451194e32,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,41,4.5,49.3,"",NEON.PLA.D01.HARV.08550,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
c14a5b66-1ae3-4bdd-968f-8672ff8b9ca4,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,,,,"",NEON.PLA.D01.HARV.08893,"","","","",NEON.DOC.000987vD,"",ACPE,Acer pensylvanicum L.,species,"","",,"",Data collected from subplots that were removed under revised protocol 20141117;no transcription errors found,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
9ca28b69-af29-4fd7-800f-8041324c1cae,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,,,,"",NEON.PLA.D01.HARV.08888,"","","","",NEON.DOC.000987vD,"",FAGR,Fagus grandifolia Ehrh.,species,"","",,"",Data collected from subplots that were removed under revised protocol 20141117;no transcription errors found,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
05825452-ab0c-43cf-b960-7087589202e0,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,43,12.5,345.1,"",NEON.PLA.D01.HARV.08687,"","","","",NEON.DOC.000987vD,"",QURU,Quercus rubra L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
d7c78625-3950-4e67-8243-5be0d7daaea1,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,,,,"",NEON.PLA.D01.HARV.08981,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",no transcription errors found;growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
f0a7ca0b-a91a-4c4b-9df6-fb83b26884b5,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,39,13.3,42,"",NEON.PLA.D01.HARV.08827,"","","","",NEON.DOC.000987vD,"",QURU,Quercus rubra L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
53184745-1382-458c-88ab-73049c1ab927,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,59,11.6,177.5,"",NEON.PLA.D01.HARV.08515,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
0445f2e7-65e1-4655-9a99-d06611120ddd,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,,,,"",NEON.PLA.D01.HARV.08877,"","","","",NEON.DOC.000987vD,"",FAGR,Fagus grandifolia Ehrh.,species,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
7460805d-c0d8-434f-98e0-7a06cfb7dfdf,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,61,6.7,251.9,"",NEON.PLA.D01.HARV.08524,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
9b5953bb-c599-4b2b-895d-b45a185d0312,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,,,,"",NEON.PLA.D01.HARV.08939,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
04ec0efc-8ae3-4962-b85a-f67693f99acc,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,43,12.9,317.9,"",NEON.PLA.D01.HARV.08692,"","","","",NEON.DOC.000987vD,"",ACRU,Acer rubrum L.,species,"","",,"",DEAD;no transcription errors found;growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
8e24e9bb-038e-4266-b9e0-6a01f1df7d48,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,,,,"",NEON.PLA.D01.HARV.08900,"","","","",NEON.DOC.000987vD,"",FAGR,Fagus grandifolia Ehrh.,species,"","",,"",Data collected from subplots that were removed under revised protocol 20141117;no transcription errors found,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
3e364eeb-a2cc-4a69-bf22-961216ea2601,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,61,6.2,189.1,"",NEON.PLA.D01.HARV.08531,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
bd3d4b39-4e7b-409c-9414-925324f48b54,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,,,,"",NEON.PLA.D01.HARV.08994,"","","","",NEON.DOC.000987vD,"",BELE,Betula lenta L.,species,"","",,"",growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
cdfa100b-4ae3-4ba8-a0e3-1f7216138db5,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,,,,"",NEON.PLA.D01.HARV.08861,"","","","",NEON.DOC.000987vD,"",ACRU,Acer rubrum L.,species,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
3168016c-8d1a-4153-957e-933842d627fc,HARV_042.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_042,57,6.7,151.7,"",NEON.PLA.D01.HARV.08824,"","","","",NEON.DOC.000987vD,"",QURU,Quercus rubra L.,species,"","",,"",no transcription errors found;growthForm changed to lowercase,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
e49682bb-3418-4759-9503-462a8e41c8d5,HARV_051.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_051,43,8.6,330.2,"",NEON.PLA.D01.HARV.08541,"","","","",NEON.DOC.000987vD,"",2PLANT,Unknown plant,kingdom,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
1a4f4b67-ec46-434e-b98f-dabb503f4325,HARV_039.basePlot.vst,2014-12-02,vst_HARV_2014,D01,HARV,HARV_039,,,,"",NEON.PLA.D01.HARV.08890,"","","","",NEON.DOC.000987vD,"",ACRU,Acer rubrum L.,species,"","",,"",Data collected from subplots that were removed under revised protocol 20141117,llukas@neoninc.org,llukas@neoninc.org,,20240412T025749Z,PROVISIONAL
