,Year,Plot,Biomass.g.m2,Species
1319,2014,220,20.73,Schizachyrium scoparium
1320,2014,220,225.9,Solidago rigida
1321,2014,220,12.8,Sorghastrum nutans
1322,2014,223,0.4,Cyperus sp.
1323,2014,223,17.92,Koeleria cristata
1324,2014,223,123.62,Liatris aspera
1325,2014,223,13.07,Miscellaneous litter
1326,2014,223,0.17,Polygonum tenue
1327,2014,223,0.47,Schizachyrium scoparium
1328,2014,223,0.08,Solidago rigida
1329,2014,224,12.12,Achillea millefolium(lanulosa)
1330,2014,224,0.17,Agrostis scabra
1331,2014,224,4.73,Andropogon gerardi
1332,2014,224,0.06,Aristida basiramea
1333,2014,224,1.57,Cyperus sp.
1334,2014,224,2.17,Koeleria cristata
1335,2014,224,0.4,Miscellaneous litter
1336,2014,224,0.1,Panicum perlongum
1337,2014,224,0.23,Poa pratensis
1338,2014,224,0.04,Rumex acetosella
1339,2014,224,1.25,Schizachyrium scoparium
1340,2014,224,0.02,Silene antirrhina
1341,2014,224,0.08,Sisyrinchium campestre
1342,2014,224,81.33,Sorghastrum nutans
1343,2014,225,0.88,Bouteloua gracilis
1344,2014,225,0.58,Cyperus sp.
1345,2014,225,5.2,Koeleria cristata
1346,2014,225,3.35,Miscellaneous litter
1347,2014,225,0.97,Panicum perlongum
1348,2014,225,158.72,Petalostemum purpureum
1349,2014,225,12.5,Poa pratensis
1350,2014,225,70.08,Schizachyrium scoparium
1351,2014,225,0.16,Sporobolus cryptandrus
1352,2014,227,0.2,Achillea millefolium(lanulosa)
1353,2014,227,50.1,Amorpha canescens
1354,2014,227,73.3,Andropogon gerardi
1355,2014,227,0.06,Bouteloua gracilis
1356,2014,227,0.18,Cyperus sp.
1357,2014,227,13.5,Lespedeza capitata
1358,2014,227,18.23,Liatris aspera
1359,2014,227,30.47,Lupinus perennis
1360,2014,227,6.55,Miscellaneous litter
1361,2014,227,0.8,Petalostemum candidum
1362,2014,227,39.45,Petalostemum purpureum
1363,2014,227,48.13,Poa pratensis
1364,2014,227,0.14,Polygonum convolvulus
1365,2014,227,5,Schizachyrium scoparium
1366,2014,227,2.97,Solidago rigida
1367,2014,227,3.17,Sorghastrum nutans
1368,2014,229,1.83,Agrostis scabra
1369,2014,229,4.45,Andropogon gerardi
1370,2014,229,0.42,Bouteloua gracilis
1371,2014,229,0.2,Crepis tectorum
1372,2014,229,3.03,Cyperus sp.
1373,2014,229,0.5,Erigeron canadensis
1374,2014,229,0.03,Koeleria cristata
1375,2014,229,0.16,Lepidium densiflorum
1376,2014,229,1.47,Miscellaneous litter
1377,2014,229,68.55,Petalostemum purpureum
1378,2014,229,94.03,Schizachyrium scoparium
1379,2014,229,0.02,Taraxicum officinalis
1380,2014,230,0.02,Agrostis scabra
1381,2014,230,0.03,Aristida basiramea
1382,2014,230,5.17,Bouteloua curtipendula
1383,2014,230,0.65,Crepis tectorum
1384,2014,230,0.68,Cyperus sp.
1385,2014,230,0.18,Erigeron canadensis
1386,2014,230,0.07,Festuca sp.
1387,2014,230,55.67,Panicum virgatum
1388,2014,230,0.78,Rumex acetosella
1389,2014,230,0.87,Schizachyrium scoparium
1390,2014,230,0.13,Silene antirrhina
1391,2014,230,48.75,Sorghastrum nutans
1392,2014,230,0.85,Sporobolus cryptandrus
1393,2014,232,0.04,Achillea millefolium(lanulosa)
1394,2014,232,4.35,Andropogon gerardi
1395,2014,232,0.38,Bouteloua gracilis
1396,2014,232,0.14,Carex sp.
1397,2014,232,0.58,Cyperus sp.
1398,2014,232,0.1,Koeleria cristata
1399,2014,232,70.32,Lupinus perennis
1400,2014,232,1.92,Miscellaneous litter
1401,2014,232,0.32,Panicum oligosanthes
1402,2014,232,6.47,Panicum virgatum
1403,2014,232,18.2,Petalostemum candidum
1404,2014,232,1.78,Petalostemum villosum
1405,2014,232,78.62,Poa pratensis
1406,2014,232,76.9,Schizachyrium scoparium
1407,2014,232,0.13,Solidago rigida
1408,2014,232,21.35,Sorghastrum nutans
1409,2014,233,14.45,Bouteloua gracilis
1410,2014,233,0.08,Cyperus sp.
1411,2014,233,17.5,Koeleria cristata
1412,2014,233,136.85,Liatris aspera
1413,2014,233,3.73,Miscellaneous litter
1414,2014,233,105.93,Petalostemum purpureum
1415,2014,233,29.42,Poa pratensis
1416,2014,233,2.33,Sporobolus cryptandrus
1417,2014,234,185.32,Agropyron repens
1418,2014,234,0.09,Cyperus sp.
1419,2014,234,166.15,Lupinus perennis
1420,2014,234,0.87,Lychnis alba
1421,2014,234,0.23,Miscellaneous litter
1422,2014,234,0.35,Panicum oligosanthes
1423,2014,234,4.53,Panicum virgatum
1424,2014,234,0.6,Physalis virginiana
1425,2014,234,13.57,Poa pratensis
1426,2014,234,0.01,Polygonum convolvulus
1427,2014,234,0.12,Rumex acetosella
1428,2014,235,23.68,Amorpha canescens
1429,2014,235,120.87,Andropogon gerardi
1430,2014,235,2.08,Lespedeza capitata
1431,2014,235,40.47,Liatris aspera
1432,2014,235,58.2,Lupinus perennis
1433,2014,235,0.07,Miscellaneous litter
1434,2014,235,15.35,Panicum virgatum
1435,2014,235,39.55,Poa pratensis
1436,2014,235,0.2,Rumex acetosella
1437,2014,235,9.55,Schizachyrium scoparium
1438,2014,235,49.85,Solidago rigida
1439,2014,235,37.15,Sorghastrum nutans
1440,2014,236,0.04,Aristida basiramea
1441,2014,236,5.28,Cyperus sp.
1442,2014,236,1.07,Erigeron canadensis
1443,2014,236,0.25,Koeleria cristata
1444,2014,236,26.65,Lespedeza capitata
1445,2014,236,0.88,Miscellaneous litter
1446,2014,236,0.77,Panicum oligosanthes
1447,2014,236,118.83,Panicum virgatum
1448,2014,236,4.17,Poa pratensis
1449,2014,236,4.97,Schizachyrium scoparium
1450,2014,236,49.15,Sorghastrum nutans
1451,2014,237,1.97,Agropyron repens
1452,2014,237,26.12,Aristida basiramea
1453,2014,237,2.2,Crepis tectorum
1454,2014,237,18.53,Cyperus sp.
1455,2014,237,1.08,Digitaria sp.
1456,2014,237,0.08,Lupinus perennis
1457,2014,237,0.26,Miscellaneous litter
1458,2014,237,25.5,Poa pratensis
1459,2014,237,0.09,Sorghastrum nutans
1460,2014,239,15.68,Achillea millefolium(lanulosa)
1461,2014,239,2.42,Amorpha canescens
1462,2014,239,94.67,Andropogon gerardi
1463,2014,239,0.26,Bouteloua gracilis
1464,2014,239,13.53,Lespedeza capitata
1465,2014,239,20.37,Lupinus perennis
1466,2014,239,0.7,Lychnis alba
1467,2014,239,2.98,Miscellaneous litter
1468,2014,239,0.43,Monarda fistulosa
1469,2014,239,0.33,Panicum oligosanthes
1470,2014,239,104.75,Petalostemum purpureum
1471,2014,239,24.83,Poa pratensis
1472,2014,239,12.87,Schizachyrium scoparium
1473,2014,239,78.43,Solidago rigida
1474,2014,239,9.9,Sorghastrum nutans
1475,2014,242,0.77,Amorpha canescens
1476,2014,242,40.92,Andropogon gerardi
1477,2014,242,0.6,Cyperus sp.
1478,2014,242,0.48,Koeleria cristata
1479,2014,242,64.08,Liatris aspera
1480,2014,242,72.9,Lupinus perennis
1481,2014,242,0.11,Panicum oligosanthes
1482,2014,242,1.28,Panicum virgatum
1483,2014,242,0.22,Petalostemum candidum
1484,2014,242,48.2,Petalostemum purpureum
1485,2014,242,40.72,Poa pratensis
1486,2014,242,0.06,Polygonum convolvulus
1487,2014,242,14.45,Schizachyrium scoparium
1488,2014,242,0.35,Sisyrinchium campestre
1489,2014,242,14.5,Solidago rigida
1490,2014,242,12.8,Sorghastrum nutans
1491,2014,242,0.16,Taraxicum officinalis
1492,2014,253,57.57,Andropogon gerardi
1493,2014,253,0.5,Cyperus sp.
1494,2014,253,18.03,Lespedeza capitata
1495,2014,253,40.17,Liatris aspera
1496,2014,253,20.6,Lupinus perennis
1497,2014,253,3.8,Miscellaneous litter
1498,2014,253,0.14,Panicum oligosanthes
1499,2014,253,0.22,Panicum virgatum
1500,2014,253,182.33,Petalostemum purpureum
1501,2014,253,27.95,Poa pratensis
1502,2014,253,20.9,Schizachyrium scoparium
1503,2014,253,36.4,Sorghastrum nutans
1504,2014,253,0.02,Taraxicum officinalis
1505,2014,257,1.57,Achillea millefolium(lanulosa)
1506,2014,257,3.12,Agropyron repens
1507,2014,257,21.43,Amorpha canescens
1508,2014,257,38.03,Andropogon gerardi
1509,2014,257,0.16,Asclepias tuberosa
1510,2014,257,6.97,Lespedeza capitata
1511,2014,257,6.38,Liatris aspera
1512,2014,257,10.32,Lupinus perennis
1513,2014,257,3.8,Miscellaneous litter
1514,2014,257,0.78,Monarda fistulosa
1515,2014,257,0.58,Panicum oligosanthes
1516,2014,257,15.62,Panicum virgatum
1517,2014,257,8.73,Petalostemum candidum
1518,2014,257,60.45,Petalostemum purpureum
1519,2014,257,36.47,Poa pratensis
1520,2014,257,0.04,Polygonum convolvulus
1521,2014,257,17.78,Schizachyrium scoparium
1522,2014,257,101.32,Solidago rigida
1523,2014,257,26.7,Sorghastrum nutans
1524,2014,259,0.13,Bouteloua gracilis
1525,2014,259,0.19,Cyperus sp.
1526,2014,259,3.98,Koeleria cristata
1527,2014,259,181.47,Lespedeza capitata
1528,2014,259,0.45,Lupinus perennis
1529,2014,259,13.45,Miscellaneous litter
1530,2014,259,1.17,Oxybaphus hirsutus
1531,2014,259,3.63,Poa pratensis
1532,2014,259,131.93,Schizachyrium scoparium
1533,2014,259,1.68,Sorghastrum nutans
1534,2014,265,0.02,Achillea millefolium(lanulosa)
1535,2014,265,1.9,Agropyron repens
1536,2014,265,1.32,Ambrosia artemisiifolia elatior
1537,2014,265,11.02,Crepis tectorum
1538,2014,265,0.02,Cyperus sp.
1539,2014,265,0.03,Euphorbia glyptosperma
1540,2014,265,0.02,Lepidium densiflorum
1541,2014,265,0.03,Lespedeza capitata
1542,2014,265,202.4,Lupinus perennis
1543,2014,265,12.47,Lychnis alba
1544,2014,265,7.67,Miscellaneous litter
1545,2014,265,0.58,Polygonum convolvulus
1546,2014,265,1.18,Rumex acetosella
1547,2014,265,0.13,Silene antirrhina
1548,2014,265,2.78,Taraxicum officinalis
1549,2014,266,0.35,Achillea millefolium(lanulosa)
1550,2014,266,0.29,Agrostis scabra
1551,2014,266,17.35,Andropogon gerardi
1552,2014,266,0.11,Bouteloua gracilis
1553,2014,266,0.45,Cyperus sp.
1554,2014,266,24.6,Petalostemum candidum
1555,2014,266,85.77,Petalostemum purpureum
1556,2014,266,46,Petalostemum villosum
1557,2014,266,24.68,Poa pratensis
1558,2014,266,34.85,Schizachyrium scoparium
1559,2014,266,11.97,Sorghastrum nutans
1560,2014,266,1.57,Sporobolus cryptandrus
1561,2014,267,3.6,Agropyron repens
1562,2014,267,0.33,Agrostis scabra
1563,2014,267,0.3,Aristida basiramea
1564,2014,267,0.22,Crepis tectorum
1565,2014,267,0.78,Cyperus sp.
1566,2014,267,0.04,Hedeoma hispida
1567,2014,267,1.05,Leptoloma cognatum
1568,2014,267,242.57,Liatris aspera
1569,2014,267,50,Miscellaneous litter
1570,2014,267,0.07,Mosses
1571,2014,267,0.93,Poa pratensis
1572,2014,267,0.03,Rumex acetosella
1573,2014,267,0.16,Silene antirrhina
1574,2014,267,0.03,Taraxicum officinalis
1575,2014,268,0.37,Agropyron repens
1576,2014,268,26.75,Aristida basiramea
1577,2014,268,7.28,Bouteloua gracilis
1578,2014,268,2.5,Crepis tectorum
1579,2014,268,0.32,Cyperus sp.
1580,2014,268,0.45,Digitaria sp.
1581,2014,268,0.1,Erigeron strigosus
1582,2014,268,0.21,Euphorbia glyptosperma
1583,2014,268,104.1,Koeleria cristata
1584,2014,268,0.05,Miscellaneous litter
1585,2014,268,1.65,Poa pratensis
1586,2014,273,17.25,Achillea millefolium(lanulosa)
1587,2014,273,0.16,Amorpha canescens
1588,2014,273,276.68,Andropogon gerardi
1589,2014,273,30.68,Asclepias tuberosa
1590,2014,273,5.18,Aster azureus
1591,2014,273,1.65,Elymus canadensis
1592,2014,273,7.7,Liatris aspera
1593,2014,273,80.42,Lupinus perennis
1594,2014,273,1.95,Monarda fistulosa
1595,2014,273,95.67,Poa pratensis
1596,2014,273,4.9,Schizachyrium scoparium
1597,2014,273,44.17,Sorghastrum nutans
1598,2014,278,1.68,Aristida basiramea
1599,2014,278,0.35,Cyperus sp.
1600,2014,278,1.1,Eragrostis spectabilis
1601,2014,278,0.15,Festuca sp.
1602,2014,278,1.4,Koeleria cristata
1603,2014,278,0.02,Liatris aspera
1604,2014,278,0.09,Miscellaneous litter
1605,2014,278,4.62,Poa pratensis
1606,2014,278,40.65,Sorghastrum nutans
1607,2014,278,0.95,Sporobolus cryptandrus
1608,2014,278,0.21,Taraxicum officinalis
1609,2014,280,0.35,Agrostis scabra
1610,2014,280,0.37,Bouteloua gracilis
1611,2014,280,0.04,Crepis tectorum
1612,2014,280,0.09,Cyperus sp.
1613,2014,280,0.16,Koeleria cristata
1614,2014,280,0.1,Lespedeza capitata
1615,2014,280,52,Schizachyrium scoparium
1616,2014,280,0.11,Solidago rigida
1617,2014,282,0.24,Agrostis scabra
1618,2014,282,5.8,Andropogon gerardi
1619,2014,282,0.35,Aristida basiramea
1620,2014,282,0.43,Bouteloua gracilis
1621,2014,282,0.11,Crepis tectorum
1622,2014,282,1.68,Cyperus sp.
1623,2014,282,0.17,Digitaria sp.
1624,2014,282,0.26,Erigeron canadensis
1625,2014,282,0.05,Festuca sp.
1626,2014,282,0.04,Koeleria cristata
1627,2014,282,0.29,Miscellaneous litter
1628,2014,282,2.48,Schizachyrium scoparium
1629,2014,282,78.82,Sorghastrum nutans
1630,2014,282,1.17,Sporobolus cryptandrus
1631,2014,282,0.47,Taraxicum officinalis
1632,2014,283,11.7,Achillea millefolium(lanulosa)
1633,2014,283,0.16,Agrostis scabra
1634,2014,283,8.72,Andropogon gerardi
1635,2014,283,0.06,Aristida basiramea
1636,2014,283,0.04,Bouteloua gracilis
1637,2014,283,1.38,Cyperus sp.
1638,2014,283,0.09,Festuca sp.
1639,2014,283,5.37,Koeleria cristata
1640,2014,283,0.16,Miscellaneous litter
1641,2014,283,34.37,Panicum virgatum
1642,2014,283,26.87,Schizachyrium scoparium
1643,2014,283,3.48,Sorghastrum nutans
1644,2014,283,0.4,Sporobolus cryptandrus
1645,2014,286,0.11,Agrostis scabra
1646,2014,286,4.97,Andropogon gerardi
1647,2014,286,10,Bouteloua gracilis
1648,2014,286,0.16,Crepis tectorum
1649,2014,286,2.07,Cyperus sp.
1650,2014,286,145.98,Lespedeza capitata
1651,2014,286,0.04,Lupinus perennis
1652,2014,286,18.73,Miscellaneous litter
1653,2014,286,0.03,Panicum oligosanthes
1654,2014,286,44.6,Poa pratensis
1655,2014,286,40.27,Schizachyrium scoparium
1656,2014,286,1.4,Sorghastrum nutans
1657,2014,286,0.13,Taraxicum officinalis
1658,2014,287,6.87,Achillea millefolium(lanulosa)
1659,2014,287,0.13,Andropogon gerardi
1660,2014,287,0.67,Cyperus sp.
1661,2014,287,1.57,Koeleria cristata
1662,2014,287,0.11,Lupinus perennis
1663,2014,287,9.25,Miscellaneous litter
1664,2014,287,0.23,Poa pratensis
1665,2014,287,0.93,Polygonum tenue
1666,2014,287,20.43,Schizachyrium scoparium
1667,2014,287,56.2,Solidago rigida
1668,2014,287,0.63,Sorghastrum nutans
1669,2014,290,0.03,Agrostis scabra
1670,2014,290,0.75,Aristida basiramea
1671,2014,290,0.03,Crepis tectorum
1672,2014,290,1.73,Cyperus sp.
1673,2014,290,0.01,Festuca sp.
1674,2014,290,0.05,Lepidium densiflorum
1675,2014,290,0.83,Miscellaneous litter
1676,2014,290,28.2,Monarda fistulosa
1677,2014,290,4.98,Oenothera biennis
1678,2014,290,0.31,Panicum oligosanthes
1679,2014,290,0.09,Polygonum tenue
1680,2014,290,44.25,Solidago rigida
1681,2014,290,0.47,Sporobolus cryptandrus
1682,2014,291,0.01,Aristida basiramea
1683,2014,291,0.75,Asclepias tuberosa
1684,2014,291,0.01,Bouteloua gracilis
1685,2014,291,3.07,Cyperus sp.
1686,2014,291,0.14,Digitaria sp.
1687,2014,291,0.08,Miscellaneous forb
1688,2014,291,2.53,Miscellaneous litter
1689,2014,291,183.5,Petalostemum purpureum
1690,2014,292,152.83,Andropogon gerardi
1691,2014,292,0.27,Bouteloua gracilis
1692,2014,292,0.24,Cyperus sp.
1693,2014,292,1.57,Lespedeza capitata
1694,2014,292,43.02,Lupinus perennis
1695,2014,292,2.32,Oxybaphus hirsutus
1696,2014,292,0.03,Panicum oligosanthes
1697,2014,292,25.77,Petalostemum candidum
1698,2014,292,55.22,Poa pratensis
1699,2014,292,1.45,Schizachyrium scoparium
1700,2014,292,0.09,Sisyrinchium campestre
1701,2014,292,32.03,Sorghastrum nutans
1702,2014,292,0.02,Taraxicum officinalis
1703,2014,293,143.98,Andropogon gerardi
1704,2014,293,0.03,Bouteloua curtipendula
1705,2014,293,0.15,Bouteloua gracilis
1706,2014,293,0.25,Cyperus sp.
1707,2014,293,7.45,Lespedeza capitata
1708,2014,293,36.53,Lupinus perennis
1709,2014,293,0.12,Panicum oligosanthes
1710,2014,293,53.48,Petalostemum purpureum
1711,2014,293,52.02,Poa pratensis
1712,2014,293,0.28,Polygonum convolvulus
1713,2014,293,18.58,Schizachyrium scoparium
1714,2014,293,3.88,Sorghastrum nutans
1715,2014,293,0.08,Taraxicum officinalis
1716,2014,299,23.15,Amorpha canescens
1717,2014,299,28.88,Andropogon gerardi
1718,2014,299,6.52,Carex sp.
1719,2014,299,0.48,Cyperus sp.
1720,2014,299,0.18,Koeleria cristata
1721,2014,299,44.22,Lespedeza capitata
1722,2014,299,30.77,Liatris aspera
1723,2014,299,23.05,Lupinus perennis
1724,2014,299,0.3,Miscellaneous litter
1725,2014,299,1.05,Oxybaphus hirsutus
1726,2014,299,0.23,Panicum oligosanthes
1727,2014,299,2.83,Panicum virgatum
1728,2014,299,19.57,Petalostemum purpureum
1729,2014,299,35.62,Poa pratensis
1730,2014,299,6.77,Schizachyrium scoparium
1731,2014,299,0.1,Solidago rigida
1732,2014,299,34.02,Sorghastrum nutans
1733,2014,300,11.52,Agropyron repens
1734,2014,300,4.52,Andropogon gerardi
1735,2014,300,0.13,Bouteloua gracilis
1736,2014,300,0.02,Chenopodium leptophyllum
1737,2014,300,0.06,Crepis tectorum
1738,2014,300,0.65,Cyperus sp.
1739,2014,300,1.37,Equisetum laevigatum
1740,2014,300,83.12,Lupinus perennis
1741,2014,300,0.27,Miscellaneous litter
1742,2014,300,0.88,Panicum oligosanthes
1743,2014,300,159.42,Panicum virgatum
1744,2014,300,48.15,Poa pratensis
1745,2014,300,4.47,Sorghastrum nutans
1746,2014,300,0.03,Taraxicum officinalis
1747,2014,300,7.07,Viola pedatifida
1748,2014,301,5.65,Achillea millefolium(lanulosa)
1749,2014,301,39.78,Amorpha canescens
1750,2014,301,62.53,Andropogon gerardi
1751,2014,301,0.11,Bouteloua gracilis
1752,2014,301,1.97,Koeleria cristata
1753,2014,301,38.2,Lespedeza capitata
1754,2014,301,68.47,Liatris aspera
1755,2014,301,72.27,Lupinus perennis
1756,2014,301,16.35,Miscellaneous litter
1757,2014,301,0.73,Monarda fistulosa
1758,2014,301,2,Panicum virgatum
1759,2014,301,25.48,Poa pratensis
1760,2014,301,10.1,Schizachyrium scoparium
1761,2014,301,105.4,Solidago rigida
1762,2014,301,11.32,Sorghastrum nutans
1763,2014,302,0.31,Andropogon gerardi
1764,2014,302,0.82,Cyperus sp.
1765,2014,302,0.21,Equisetum laevigatum
1766,2014,302,3.82,Lespedeza capitata
1767,2014,302,69.62,Liatris aspera
1768,2014,302,123.43,Lupinus perennis
1769,2014,302,7.77,Miscellaneous litter
1770,2014,302,1.03,Penstemon grandiflorus
1771,2014,302,8.1,Poa pratensis
1772,2014,302,0.01,Polygonum convolvulus
1773,2014,302,0.08,Silene antirrhina
1774,2014,302,162.58,Solidago rigida
1775,2014,303,14.67,Agropyron repens
1776,2014,303,0.12,Asclepias tuberosa
1777,2014,303,0.3,Bouteloua gracilis
1778,2014,303,0.11,Cyperus sp.
1779,2014,303,87.57,Liatris aspera
1780,2014,303,42.68,Lupinus perennis
1781,2014,303,17.03,Miscellaneous litter
1782,2014,303,17.47,Monarda fistulosa
1783,2014,303,0.13,Panicum oligosanthes
1784,2014,303,29.35,Petalostemum candidum
1785,2014,303,1.93,Petalostemum purpureum
1786,2014,303,45.37,Poa pratensis
1787,2014,303,1.85,Polygonum convolvulus
1788,2014,303,130.98,Solidago rigida
1789,2014,304,1.23,Agropyron repens
1790,2014,304,39.37,Aristida basiramea
1791,2014,304,0.02,Crepis tectorum
1792,2014,304,2.42,Cyperus sp.
1793,2014,304,100.58,Koeleria cristata
1794,2014,304,0.28,Rumex acetosella
1795,2014,304,0.02,Schizachyrium scoparium
1796,2014,304,0.88,Sorghastrum nutans
1797,2014,304,1.08,Sporobolus cryptandrus
1798,2014,307,1.45,Bouteloua gracilis
1799,2014,307,6.38,Lupinus perennis
1800,2014,307,1.7,Miscellaneous litter
1801,2014,307,2.63,Monarda fistulosa
1802,2014,307,0.93,Panicum oligosanthes
1803,2014,307,14.98,Panicum virgatum
1804,2014,307,81.78,Petalostemum purpureum
1805,2014,307,32.32,Poa pratensis
1806,2014,307,0.02,Polygonum convolvulus
1807,2014,307,66.55,Schizachyrium scoparium
1808,2014,307,1.87,Solidago nemoralis
1809,2014,307,12.25,Solidago rigida
1810,2014,307,0.31,Sorghastrum nutans
1811,2014,308,0.02,Achillea millefolium(lanulosa)
1812,2014,308,0.23,Agropyron repens
1813,2014,308,2.1,Aristida basiramea
1814,2014,308,10.63,Asclepias tuberosa
1815,2014,308,0.32,Bouteloua gracilis
1816,2014,308,0.37,Crepis tectorum
1817,2014,308,5.63,Cyperus sp.
1818,2014,308,1.4,Digitaria sp.
1819,2014,308,1.75,Euphorbia glyptosperma
1820,2014,308,0.06,Lepidium densiflorum
1821,2014,308,0.07,Lupinus perennis
1822,2014,308,5.6,Miscellaneous litter
1823,2014,308,0.06,Mollugo verticillata
1824,2014,308,15.98,Mosses
1825,2014,308,0.82,Poa pratensis
1826,2014,308,0.77,Polygonum tenue
1827,2014,308,0.03,Schizachyrium scoparium
1828,2014,308,0.03,Sporobolus cryptandrus
1829,2014,311,0.72,Cyperus sp.
1830,2014,311,25.43,Koeleria cristata
1831,2014,311,1.08,Lupinus perennis
1832,2014,311,41.63,Panicum virgatum
1833,2014,311,1.22,Schizachyrium scoparium
1834,2014,311,39.07,Sorghastrum nutans
1835,2014,311,0.06,Taraxicum officinalis
1836,2014,313,4.93,Agropyron repens
1837,2014,313,0.28,Agrostis scabra
1838,2014,313,1.95,Cyperus sp.
1839,2014,313,0.27,Eragrostis spectabilis
1840,2014,313,125.98,Lespedeza capitata
1841,2014,313,74.67,Liatris aspera
1842,2014,313,89.7,Lupinus perennis
1843,2014,313,36.75,Miscellaneous litter
1844,2014,313,0.11,Panicum oligosanthes
1845,2014,313,17.48,Petalostemum candidum
1846,2014,313,70.27,Poa pratensis
1847,2014,313,1.28,Sisyrinchium campestre
1848,2014,318,2.38,Achillea millefolium(lanulosa)
1849,2014,318,0.52,Agropyron repens
1850,2014,318,0.05,Amorpha canescens
1851,2014,318,73.8,Andropogon gerardi
1852,2014,318,0.25,Asclepias tuberosa
1853,2014,318,0.02,Bouteloua gracilis
1854,2014,318,0.13,Cyperus sp.
1855,2014,318,56.62,Lespedeza capitata
1856,2014,318,58.9,Lupinus perennis
1857,2014,318,2.42,Miscellaneous litter
1858,2014,318,5.67,Monarda fistulosa
1859,2014,318,0.65,Panicum oligosanthes
1860,2014,318,6,Panicum virgatum
1861,2014,318,52.38,Poa pratensis
1862,2014,318,32.52,Schizachyrium scoparium
1863,2014,318,7.12,Sorghastrum nutans
1864,2014,324,5.27,Agropyron repens
1865,2014,324,5.62,Aristida basiramea
1866,2014,324,1.33,Cyperus sp.
1867,2014,324,0.37,Digitaria sp.
1868,2014,324,0.42,Koeleria cristata
1869,2014,324,0.21,Mollugo verticillata
1870,2014,324,8.2,Poa pratensis
1871,2014,325,3.18,Bouteloua gracilis
1872,2014,325,5.05,Cyperus sp.
1873,2014,325,47.75,Koeleria cristata
1874,2014,325,10.43,Miscellaneous litter
1875,2014,325,0.02,Panicum oligosanthes
1876,2014,325,11.1,Panicum virgatum
1877,2014,325,125.88,Petalostemum purpureum
1878,2014,325,6.53,Poa pratensis
1879,2014,325,0.4,Sisyrinchium campestre
1880,2014,325,31.33,Solidago rigida
1881,2014,328,0.88,Agropyron repens
1882,2014,328,10.73,Amorpha canescens
1883,2014,328,102.45,Andropogon gerardi
1884,2014,328,1.45,Cyperus sp.
1885,2014,328,11.18,Lespedeza capitata
1886,2014,328,1.17,Liatris aspera
1887,2014,328,22.13,Lupinus perennis
1888,2014,328,0.75,Miscellaneous litter
1889,2014,328,10.58,Monarda fistulosa
1890,2014,328,0.25,Panicum oligosanthes
1891,2014,328,2.2,Panicum virgatum
1892,2014,328,5.87,Petalostemum purpureum
1893,2014,328,28.23,Poa pratensis
1894,2014,328,15.68,Schizachyrium scoparium
1895,2014,328,23.9,Solidago rigida
1896,2014,328,0.04,Taraxicum officinalis
1897,2014,329,6.53,Achillea millefolium(lanulosa)
1898,2014,329,88.87,Andropogon gerardi
1899,2014,329,15,Carex sp.
1900,2014,329,0.38,Cyperus sp.
1901,2014,329,6.63,Koeleria cristata
1902,2014,329,19.7,Lespedeza capitata
1903,2014,329,28.7,Lupinus perennis
1904,2014,329,0.77,Miscellaneous litter
1905,2014,329,0.27,Panicum oligosanthes
1906,2014,329,3.95,Panicum virgatum
1907,2014,329,30,Petalostemum purpureum
1908,2014,329,44.6,Poa pratensis
1909,2014,329,9.48,Schizachyrium scoparium
1910,2014,329,20.58,Solidago rigida
1911,2014,329,8.17,Sorghastrum nutans
1912,2014,329,0.12,Taraxicum officinalis
1913,2014,330,27.87,Andropogon gerardi
1914,2014,330,0.87,Cyperus sp.
1915,2014,330,72.5,Liatris aspera
1916,2014,330,6.43,Miscellaneous litter
1917,2014,330,3.85,Poa pratensis
1918,2014,330,1.48,Sorghastrum nutans
1919,2014,330,0.08,Sporobolus cryptandrus
1920,2014,331,79.02,Andropogon gerardi
1921,2014,331,1.05,Bouteloua gracilis
1922,2014,331,0.3,Cyperus sp.
1923,2014,331,0.7,Koeleria cristata
1924,2014,331,0.45,Lathyrus venosus
1925,2014,331,24.32,Lespedeza capitata
1926,2014,331,111.33,Liatris aspera
1927,2014,331,30.83,Lupinus perennis
1928,2014,331,3.35,Miscellaneous litter
1929,2014,331,0.75,Panicum oligosanthes
1930,2014,331,2.27,Panicum virgatum
1931,2014,331,97.7,Petalostemum purpureum
1932,2014,331,28.85,Poa pratensis
1933,2014,331,0.03,Polygonum convolvulus
1934,2014,331,2.3,Schizachyrium scoparium
1935,2014,331,55.68,Solidago rigida
1936,2014,331,0.68,Taraxicum officinalis
1937,2014,334,0.35,Agrostis scabra
1938,2014,334,2.78,Andropogon gerardi
1939,2014,334,0.28,Aristida basiramea
1940,2014,334,2.9,Cyperus sp.
1941,2014,334,0.9,Koeleria cristata
1942,2014,334,0.12,Polygala polygama
1943,2014,334,0.85,Schizachyrium scoparium
1944,2014,334,80.38,Sorghastrum nutans
1945,2014,334,0.04,Verbascum thapsus
1946,2014,335,83.72,Amorpha canescens
1947,2014,335,18.23,Aristida basiramea
1948,2014,335,0.1,Baptisia leucantha
1949,2014,335,0.02,Crepis tectorum
1950,2014,335,5.57,Cyperus sp.
1951,2014,335,39.97,Koeleria cristata
1952,2014,335,9,Miscellaneous litter
1953,2014,336,5.17,Amorpha canescens
1954,2014,336,42.87,Andropogon gerardi
1955,2014,336,1.55,Asclepias tuberosa
1956,2014,336,0.4,Bouteloua gracilis
